Fecha;Fase;Equipo;Turno_A;Turno_B;Total;Plan;Cumplimiento_TA;Cumplimiento_TB;Cumplimiento_Diario;Estado_TA;Estado_TB;Tipo
26-11;F09;TOTAL_FASE;521;683;1204;1451.9493473656566;71.8;94.1;82.9;;;Total_Fase
26-11;F11;PFARR;0;0;0;589.1922168915986;0;0;0;Operativa;;Equipo
26-11;F11;PF26;0;0;0;0;0;0;0;;;Equipo
26-11;F11;TOTAL_FASE;0;0;0;589.1922168915986;0;0;0;;;Total_Fase
26-11;TODAS;TOTAL_DIA;796;945;1741;2662.3441191103966;59.8;71;65.4;;;Total_Dia
27-11;F12;PF07;350;474;824;621.2025548531417;112.7;152.6;132.6;Operativa Espera traslado;;Equipo
27-11;F12;TOTAL_FASE;350;474;824;621.2025548531417;112.7;152.6;132.6;;;Total_Fase
27-11;F10;TOTAL_FASE;0;0;0;0;0;0;0;;;Total_Fase
27-11;F09;PF23;42;86;128;117.83409349115183;71.3;146;108.6;FS Fuga Agua / Operativa;;Equipo
27-11;F09;PF24;169;140;309;123.220572253782;274.3;227.2;250.8;Operativa;;Equipo
27-11;F09;PF25;205;14;219;117.41759179482571;349.2;23.8;186.5;Traslado / Operativa;;Equipo
27-11;F09;PF22;189;25;214;206.35949154419876;183.2;24.2;103.7;Traslado / Operativa;;Equipo
27-11;F09;PF03;125;45;170;71.0892242644725;351.7;126.6;239.1;Traslado / Operativa;;Equipo
27-11;F09;PF21;171;18;189;278.45241408777855;122.8;12.9;67.9;FS Fuga aceites / Operativa;;Equipo
27-11;F09;TOTAL_FASE;901;328;1229;914.3733874362094;197.1;71.7;134.4;;;Total_Fase
27-11;F11;PFARR;0;0;0;412.434551824119;0;0;0;Operativa;;Equipo
27-11;F11;PF26;0;0;0;209.92762462638632;0;0;0;;;Equipo
27-11;F11;TOTAL_FASE;0;0;0;622.3621764505053;0;0;0;;;Total_Fase
27-11;TODAS;TOTAL_DIA;1251;802;2053;2157.9381187398567;115.9;74.3;95.1;;;Total_Dia
28-11;F12;PF07;0;159;159;621;0;51.2;25.6;FS  Aceros;FS aceros /cambio barra;Equipo
28-11;F12;TOTAL_FASE;0;159;159;621;0;51.2;25.6;;;Total_Fase
28-11;F10;TOTAL_FASE;0;0;0;0;0;0;0;;;Total_Fase
28-11;F09;PF23;226;61;287;281;160.9;43.4;102.1;FS Fuga Agua / Operativa;;Equipo
28-11;F09;PF24;171;92;263;293;116.7;62.8;89.8;Operativa;;Equipo
28-11;F09;PF25;130;180;310;280;92.9;128.6;110.7;Traslado / Operativa;;Equipo
28-11;F09;PF22;155;204;359;308;100.6;132.5;116.6;Traslado / Operativa;;Equipo
28-11;F09;PF03;157;120;277;186;168.8;129;148.9;Traslado / Operativa;;Equipo
28-11;F09;PF21;153;154;307;291;105.2;105.8;105.5;FS Fuga aceites / Operativa;;Equipo
28-11;F09;TOTAL_FASE;992;811;1803;1639;121;99;110;;;Total_Fase
28-11;F11;PFARR;0;51;51;589;0;17.3;8.7;Operativa;;Equipo
28-11;F11;PF26;0;0;0;0;0;0;0;;;Equipo
28-11;F11;TOTAL_FASE;0;51;51;589;0;17.3;8.7;;;Total_Fase
28-11;TODAS;TOTAL_DIA;992;1021;2013;2849;69.6;71.7;70.7;;;Total_Dia
29-11;F12;PF07;507;580;1087;621;163.3;186.8;175;FS  Aceros;FS aceros /cambio barra;Equipo
29-11;F12;TOTAL_FASE;507;580;1087;621;163.3;186.8;175;;;Total_Fase
29-11;F10;TOTAL_FASE;0;0;0;0;0;0;0;;;Total_Fase
29-11;F09;PF23;202;67;269;196;206.1;68.4;137.2;FS Fuga Agua / Operativa;;Equipo
29-11;F09;PF24;200;180;380;205;195.1;175.6;185.4;Operativa;;Equipo
29-11;F09;PF25;179;158;337;196;182.7;161.2;171.9;Traslado / Operativa;;Equipo
29-11;F09;PF22;149;60;209;216;138;55.6;96.8;Traslado / Operativa;;Equipo
29-11;F09;PF03;59;64;123;130;90.8;98.5;94.6;Traslado / Operativa;;Equipo
29-11;F09;PF21;221;51;272;195;226.7;52.3;139.5;FS Fuga aceites / Operativa;;Equipo
29-11;F09;TOTAL_FASE;1010;580;1590;1138;177.5;101.9;139.7;;;Total_Fase
29-11;F11;PFARR;157;51;208;589;53.3;17.3;35.3;Operativa;;Equipo
29-11;F11;PF26;0;0;0;0;0;0;0;;;Equipo
29-11;F11;TOTAL_FASE;157;51;208;589;53.3;17.3;35.3;;;Total_Fase
29-11;TODAS;TOTAL_DIA;1674;1211;2885;2348;142.6;103.2;122.9;;;Total_Dia
30-11;F12;PF07;577;456;1033;621;185.8;146.9;166.3;FS  Aceros;FS aceros /cambio barra;Equipo
30-11;F12;TOTAL_FASE;577;456;1033;621;185.8;146.9;166.3;;;Total_Fase
30-11;F10;PF26;0;0;0;269;0;0;0;;;Equipo
30-11;F10;TOTAL_FASE;0;0;0;269;0;0;0;;;Total_Fase
30-11;F09;PF23;70;165;235;281;49.8;117.4;83.6;FS Fuga Agua / Operativa;;Equipo
30-11;F09;PF24;218;195;413;293;148.8;133.1;141;Operativa;;Equipo
30-11;F09;PF25;205;84;289;280;146.4;60;103.2;Traslado / Operativa;;Equipo
30-11;F09;PF22;96;173;269;295;65.1;117.3;91.2;Traslado / Operativa;;Equipo
30-11;F09;PF03;140;56;196;178;157.3;62.9;110.1;Traslado / Operativa;;Equipo
30-11;F09;TOTAL_FASE;729;673;1402;1327;109.9;101.4;105.7;;;Total_Fase
30-11;F11;PFARR;0;0;0;589;0;0;0;Operativa;;Equipo
30-11;F11;PF21;241;383;624;278;173.4;275.5;224.5;;;Equipo
30-11;F11;TOTAL_FASE;241;383;624;867;55.6;88.4;72;;;Total_Fase
30-11;TODAS;TOTAL_DIA;1547;1512;3059;3084;100.3;98.1;99.2;;;Total_Dia
01-12;F12;PF07;396;510;906;621;127.5;164.3;145.9;FS  Aceros;FS aceros /cambio barra;Equipo
01-12;F12;TOTAL_FASE;396;510;906;621;127.5;164.3;145.9;;;Total_Fase
01-12;F10;PF26;0;0;0;269;0;0;0;;;Equipo
01-12;F10;TOTAL_FASE;0;0;0;269;0;0;0;;;Total_Fase
01-12;F09;PF23;213;214;427;281;151.6;152.3;152;FS Fuga Agua / Operativa;;Equipo
01-12;F09;PF24;140;76;216;293;95.6;51.9;73.7;Operativa;;Equipo
01-12;F09;PF25;164;5;169;280;117.1;3.6;60.4;Traslado / Operativa;;Equipo
01-12;F09;PF22;191;180;371;0;0;0;0;Traslado / Operativa;;Equipo
01-12;F09;PF03;139;82;221;198;140.4;82.8;111.6;Traslado / Operativa;;Equipo
01-12;F09;TOTAL_FASE;847;557;1404;1052;161;105.9;133.5;;;Total_Fase
01-12;F11;PFARR;335;231;566;589;113.8;78.4;96.1;Operativa;;Equipo
01-12;F11;PF21;450;436;886;278;323.7;313.7;318.7;;;Equipo
01-12;F11;TOTAL_FASE;785;667;1452;867;181.1;153.9;167.5;;;Total_Fase
01-12;TODAS;TOTAL_DIA;2028;1734;3762;2809;144.4;123.5;133.9;;;Total_Dia
02-12;F12;PF07;640;357;997;435;294.3;164.1;229.2;FS  Aceros;FS aceros /cambio barra;Equipo
02-12;F12;TOTAL_FASE;640;357;997;435;294.3;164.1;229.2;;;Total_Fase
02-12;F10;PF26;0;0;0;269;0;0;0;;;Equipo
02-12;F10;TOTAL_FASE;0;0;0;269;0;0;0;;;Total_Fase
02-12;F09;PF23;205;0;205;281;145.9;0;73;FS Fuga Agua / Operativa;;Equipo
02-12;F09;PF24;153;0;153;293;104.4;0;52.2;Operativa;;Equipo
02-12;F09;PF25;0;0;0;280;0;0;0;Traslado / Operativa;;Equipo
02-12;F09;PF22;214;205;419;0;0;0;0;Traslado / Operativa;;Equipo
02-12;F09;PF03;100;108;208;277;72.2;78;75.1;Traslado / Operativa;;Equipo
02-12;F09;TOTAL_FASE;672;313;985;1131;118.8;55.3;87.1;;;Total_Fase
02-12;F11;PFARR;18;88;106;412;8.7;42.7;25.7;Operativa;;Equipo
02-12;F11;PF21;196;319;515;278;141;229.5;185.3;;;Equipo
02-12;F11;TOTAL_FASE;214;407;621;690;62;118;90;;;Total_Fase
02-12;TODAS;TOTAL_DIA;1526;1077;2603;2525;120.9;85.3;103.1;;;Total_Dia
03-12;F12;PF07;333;0;333;621;107.2;0;53.6;FS  Aceros;FS aceros /cambio barra;Equipo
03-12;F12;TOTAL_FASE;333;0;333;621;107.2;0;53.6;;;Total_Fase
03-12;F10;TOTAL_FASE;0;0;0;0;0;0;0;;;Total_Fase
03-12;F09;PF03;150;132;282;348;86.2;75.9;81;FS Fuga Agua / Operativa;;Equipo
03-12;F09;PF22;68;190;258;0;0;0;0;Operativa;;Equipo
03-12;F09;PF23;0;57;57;281;0;40.6;20.3;Traslado / Operativa;;Equipo
03-12;F09;PF24;0;102;102;293;0;69.6;34.8;Traslado / Operativa;;Equipo
03-12;F09;PF25;17;102;119;280;12.1;72.9;42.5;Traslado / Operativa;;Equipo
03-12;F09;PF26;0;30;30;269;0;22.3;11.2;FS Fuga aceites / Operativa;;Equipo
03-12;F09;ROC;0;12;12;0;0;0;0;Resrva;;Equipo
03-12;F09;TOTAL_FASE;235;625;860;1471;32;85;58.5;;;Total_Fase
03-12;F11;PFARR;373.4;48;421.4;589;126.8;16.3;71.5;Operativa;;Equipo
03-12;F11;PF21;300;280;580;278;215.8;201.4;208.6;;;Equipo
03-12;F11;ROC;124;156.4;280.4;0;0;0;0;;;Equipo
03-12;F11;TOTAL_FASE;797.4;484.4;1281.8;867;183.9;111.7;147.8;;;Total_Fase
03-12;TODAS;TOTAL_DIA;1365.4;1109.4;2474.8;2959;92.3;75;83.6;;;Total_Dia
04-12;F12;TOTAL_FASE;0;0;0;0;0;0;0;;;Total_Fase
04-12;F10;TOTAL_FASE;0;0;0;0;0;0;0;;;Total_Fase
04-12;F09;PF03;145;145;290;395;73.4;73.4;73.4;FS Fuga Agua / Operativa;;Equipo
04-12;F09;PF07;0;50;50;621;0;16.1;8.1;Operativa;;Equipo
04-12;F09;PF22;215;17;232;0;0;0;0;Traslado / Operativa;;Equipo
04-12;F09;PF23;162;16;178;118;274.6;27.1;150.8;Traslado / Operativa;;Equipo
04-12;F09;PF24;200;27;227;123;325.2;43.9;184.6;Traslado / Operativa;;Equipo
04-12;F09;PF25;177;17;194;117;302.6;29.1;165.8;FS Fuga aceites / Operativa;;Equipo
04-12;F09;PF26;200;190;390;269;148.7;141.3;145;Resrva;;Equipo
04-12;F09;ROC;149;66;215;0;0;0;0;Resrva;;Equipo
04-12;F09;TOTAL_FASE;1099;528;1776;1643;133.8;64.3;108.1;;;Total_Fase
04-12;F11;PFARR;285.5;252;537.5;412;138.6;122.3;130.5;Operativa;;Equipo
04-12;F11;PF21;220;313;533;195;225.6;321;273.3;;;Equipo
04-12;F11;TOTAL_FASE;505.5;565;1070.5;607;166.6;186.2;176.4;;;Total_Fase
04-12;TODAS;TOTAL_DIA;1604.5;1093;2846.5;2250;142.6;97.2;126.5;;;Total_Dia
05-12;F12;TOTAL_FASE;0;0;0;0;0;0;0;;;Total_Fase
05-12;F10;TOTAL_FASE;0;0;0;0;0;0;0;;;Total_Fase
05-12;F09;PF03;0;149;149;0;0;0;0;FS Fuga Agua / Operativa;;Equipo
05-12;F09;PF07;192;91;283;272.3694193052692;141;66.8;103.9;Operativa;;Equipo
05-12;F09;PF22;220;36;256;0;0;0;0;Traslado / Operativa;;Equipo
